Order Date,Year,Month,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
18-11-2014,2014,11,Joe Kamberova,Illinois,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,3,3,-5
18-11-2014,2014,11,Joe Kamberova,Illinois,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,382,5,-67
18-11-2014,2014,11,Julie Creighton,Minnesota,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,67,5,17
18-11-2014,2014,11,Michael Kennedy,Wisconsin,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,393,3,43
18-11-2014,2014,11,Maya Herman,Washington,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",138,2,55
18-11-2014,2014,11,Maya Herman,Washington,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",730,4,95
19-11-2014,2014,11,Robert Marley,Louisiana,Technology,Phones,AT&T TR1909W,504,4,131
19-11-2014,2014,11,Robert Marley,Louisiana,Technology,Phones,Nokia Lumia 521 (T-Mobile),150,5,42
19-11-2014,2014,11,Robert Marley,Louisiana,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29,2,7
19-11-2014,2014,11,John Murray,New York,Technology,Phones,Apple iPhone 5,4549,7,1228
19-11-2014,2014,11,Georgia Rosenberg,Delaware,Office Supplies,Labels,Avery 480,23,6,11
19-11-2014,2014,11,Georgia Rosenberg,Delaware,Office Supplies,Labels,Avery 499,10,2,5
19-11-2014,2014,11,Georgia Rosenberg,Delaware,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",213,7,102
19-11-2014,2014,11,Georgia Rosenberg,Delaware,Furniture,Bookcases,Sauder Inglewood Library Bookcases,1026,6,236
19-11-2014,2014,11,Dennis Bolton,Utah,Office Supplies,Paper,Xerox 1888,166,3,80
19-11-2014,2014,11,Ruben Dartt,Pennsylvania,Technology,Accessories,Logitech G105 Gaming Keyboard,48,1,-1
19-11-2014,2014,11,Mitch Webber,Minnesota,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,221,4,58
19-11-2014,2014,11,Mitch Webber,Minnesota,Technology,Phones,Jabra SPEAK 410,282,3,79
19-11-2014,2014,11,Alan Dominguez,Pennsylvania,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",6,1,2
20-11-2014,2014,11,Katharine Harms,New York,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",35,3,17
20-11-2014,2014,11,Katharine Harms,New York,Technology,Phones,Toshiba IPT2010-SD IPÂ Telephone,834,6,217
20-11-2014,2014,11,Katharine Harms,New York,Office Supplies,Binders,3M Organizer Strips,13,3,5
20-11-2014,2014,11,Katharine Harms,New York,Office Supplies,Paper,Xerox 2000,26,4,12
21-11-2014,2014,11,Dave Hallsten,Kentucky,Technology,Phones,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",37,1,10
21-11-2014,2014,11,Dave Hallsten,Kentucky,Office Supplies,Paper,Multicolor Computer Printout Paper,629,6,302
21-11-2014,2014,11,Dave Hallsten,Kentucky,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,194,3,10
21-11-2014,2014,11,Dave Hallsten,Kentucky,Office Supplies,Art,Newell 322,5,3,1
21-11-2014,2014,11,Georgia Rosenberg,California,Office Supplies,Paper,Xerox 211,13,2,6
21-11-2014,2014,11,Jason Klamczynski,Texas,Office Supplies,Envelopes,Poly String Tie Envelopes,2,1,1
21-11-2014,2014,11,Jason Klamczynski,Texas,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,268,5,17
21-11-2014,2014,11,Steve Carroll,California,Office Supplies,Paper,Tops Wirebound Message Log Books,7,2,3
21-11-2014,2014,11,Steve Carroll,California,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,95,1,29
22-11-2014,2014,11,Ruben Ausman,Georgia,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,16,3,8
22-11-2014,2014,11,Ruben Ausman,Georgia,Office Supplies,Binders,GBC ProClick Punch Binding System,320,5,157
22-11-2014,2014,11,Ruben Ausman,Georgia,Office Supplies,Envelopes,Staple envelope,11,2,5
22-11-2014,2014,11,Ruben Ausman,Georgia,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675,3,290
22-11-2014,2014,11,Evan Henry,Texas,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,7,1,-11
22-11-2014,2014,11,Tony Chapman,Illinois,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",10,5,-16
22-11-2014,2014,11,Susan Pistek,California,Office Supplies,Paper,Xerox 1895,54,9,24
22-11-2014,2014,11,Robert Barroso,Georgia,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),10,2,5
23-11-2014,2014,11,Sanjit Chand,California,Furniture,Chairs,Novimex Swivel Fabric Task Chair,604,5,-68
23-11-2014,2014,11,Sanjit Chand,California,Office Supplies,Envelopes,Pastel Pink Envelopes,22,3,10
23-11-2014,2014,11,Sanjit Chand,California,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,30,1,6
23-11-2014,2014,11,Sanjit Chand,California,Furniture,Chairs,Safco Contoured Stacking Chairs,381,2,24
23-11-2014,2014,11,Emily Ducich,Texas,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,24,2,9
23-11-2014,2014,11,Saphhira Shifley,Texas,Furniture,Furnishings,Staple-based wall hangings,6,2,-3
23-11-2014,2014,11,Saphhira Shifley,Texas,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",34,3,-87
23-11-2014,2014,11,Saphhira Shifley,Texas,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,6,7,2
23-11-2014,2014,11,Phillip Breyer,Pennsylvania,Office Supplies,Envelopes,Quality Park Security Envelopes,63,3,21
23-11-2014,2014,11,Sally Matthias,Arizona,Office Supplies,Envelopes,Staple envelope,23,3,9
23-11-2014,2014,11,Damala Kotsonis,Texas,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,155,2,-36
23-11-2014,2014,11,Bobby Trafton,Michigan,Office Supplies,Binders,UniKeep View Case Binders,15,3,7
24-11-2014,2014,11,Nathan Gelder,Ohio,Office Supplies,Art,Crayola Colored Pencils,3,1,0
24-11-2014,2014,11,Vivek Gonzalez,California,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",152,4,27
24-11-2014,2014,11,Harold Ryan,Washington,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12,7,4
24-11-2014,2014,11,Harold Ryan,Washington,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",486,6,10
24-11-2014,2014,11,Harold Ryan,Washington,Office Supplies,Paper,Xerox 220,26,4,12
24-11-2014,2014,11,Harold Ryan,Washington,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",198,2,53
24-11-2014,2014,11,Richard Bierner,Missouri,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,112,7,44
24-11-2014,2014,11,Erica Hackney,California,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",121,1,-18
24-11-2014,2014,11,Muhammed Yedwab,Ohio,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1050,5,-210
24-11-2014,2014,11,Muhammed Yedwab,Ohio,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,611,3,-35
24-11-2014,2014,11,Darren Koutras,Illinois,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,646,5,-8
24-11-2014,2014,11,Thea Hendricks,Ohio,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35,7,10
24-11-2014,2014,11,Thea Hendricks,Ohio,Technology,Phones,Samsung Galaxy S4,1502,4,-250
24-11-2014,2014,11,Nat Gilpin,Michigan,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",152,4,46
24-11-2014,2014,11,Nat Gilpin,Michigan,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",197,2,96
24-11-2014,2014,11,Nat Gilpin,Michigan,Office Supplies,Paper,Xerox 1885,144,3,69
24-11-2014,2014,11,Nat Gilpin,Michigan,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",16,2,8
24-11-2014,2014,11,Harold Pawlan,Virginia,Furniture,Furnishings,"Executive Impressions 14""",111,5,49
24-11-2014,2014,11,Alyssa Tate,Ohio,Office Supplies,Binders,Acco Expandable Hanging Binders,6,3,-5
25-11-2014,2014,11,Laurel Workman,California,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,321,6,93
25-11-2014,2014,11,Laurel Workman,California,Furniture,Furnishings,Staple-based wall hangings,24,3,11
25-11-2014,2014,11,Laurel Workman,California,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",27,4,12
25-11-2014,2014,11,Matt Collister,Texas,Technology,Accessories,KeyTronicÂ KT400U2 -Â KeyboardÂ - Black,25,3,0
25-11-2014,2014,11,Matt Collister,Texas,Office Supplies,Labels,Avery 520,3,1,1
25-11-2014,2014,11,Matt Collister,Texas,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1219,5,-122
25-11-2014,2014,11,Matt Collister,Texas,Office Supplies,Labels,Avery 52,6,2,2
25-11-2014,2014,11,Matt Collister,Texas,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,16,3,5
25-11-2014,2014,11,Matt Collister,Texas,Furniture,Furnishings,"Master Caster Door Stop, Brown",6,3,-4
25-11-2014,2014,11,Andy Reiter,Rhode Island,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,53,2,20
25-11-2014,2014,11,Mike Pelletier,New York,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1118,4,56
25-11-2014,2014,11,Mike Pelletier,New York,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",276,3,-38
25-11-2014,2014,11,Sanjit Engle,Oregon,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,51,7,8
25-11-2014,2014,11,Richard Bierner,California,Technology,Phones,Logitech Mobile Speakerphone P710e -Â speaker phone,540,5,47
25-11-2014,2014,11,Richard Bierner,California,Furniture,Chairs,Hon GuestStacker Chair,725,4,54
25-11-2014,2014,11,Richard Bierner,California,Office Supplies,Art,Staples in misc. colors,7,3,3
26-11-2014,2014,11,Joel Eaton,Texas,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19,5,-14
26-11-2014,2014,11,Natalie Webber,Oregon,Office Supplies,Paper,Xerox 2,16,3,5
26-11-2014,2014,11,Natalie Webber,Oregon,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669,5,-167
26-11-2014,2014,11,Natalie Webber,Oregon,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438,4,-88
26-11-2014,2014,11,Lindsay Shagiari,California,Office Supplies,Paper,Xerox 1893,82,2,40
26-11-2014,2014,11,Lynn Smith,New York,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,280,4,78
26-11-2014,2014,11,Lynn Smith,New York,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",13,3,5
26-11-2014,2014,11,Lynn Smith,New York,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,17,4,6
26-11-2014,2014,11,Lynn Smith,New York,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",93,9,45
26-11-2014,2014,11,Lynn Smith,New York,Office Supplies,Labels,Avery File Folder Labels,12,4,6
26-11-2014,2014,11,Luke Schmidt,California,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,4,3,2
26-11-2014,2014,11,Luke Schmidt,California,Office Supplies,Paper,Xerox 1970,15,3,7
26-11-2014,2014,11,Luke Schmidt,California,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,41,2,11
26-11-2014,2014,11,Luke Schmidt,California,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7,1,3
27-11-2014,2014,11,Maxwell Schwartz,New York,Office Supplies,Fasteners,Staples,4,2,1
27-11-2014,2014,11,Jack O'Briant,New York,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,200,5,40
28-11-2014,2014,11,Bart Folk,Alabama,Office Supplies,Art,Newell 331,15,3,4
28-11-2014,2014,11,Mary O'Rourke,New York,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17,2,6
28-11-2014,2014,11,Chris Selesnick,South Carolina,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,398,5,44
28-11-2014,2014,11,Chris Selesnick,South Carolina,Office Supplies,Paper,Xerox 1933,86,7,40
28-11-2014,2014,11,Chris Selesnick,South Carolina,Office Supplies,Art,Crayola Colored Pencils,13,4,4
28-11-2014,2014,11,Chris Selesnick,South Carolina,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",46,3,22
28-11-2014,2014,11,Duane Huffman,California,Office Supplies,Supplies,Staple remover,7,2,0
28-11-2014,2014,11,Duane Huffman,California,Office Supplies,Labels,Avery 489,41,4,20
28-11-2014,2014,11,Duane Huffman,California,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411,4,-5
28-11-2014,2014,11,Sheri Gordon,California,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,44,3,12
28-11-2014,2014,11,Sheri Gordon,California,Technology,Accessories,Micropad Numeric Keypads,140,7,35
28-11-2014,2014,11,Brian Thompson,Texas,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,999,5,-200
28-11-2014,2014,11,Matthew Clasen,Indiana,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,64,6,29
29-11-2014,2014,11,Corey-Lock,Pennsylvania,Office Supplies,Labels,Avery 488,5,2,2
29-11-2014,2014,11,Bill Stewart,Illinois,Office Supplies,Fasteners,Staples,13,2,4
29-11-2014,2014,11,Alan Hwang,California,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,576,2,72
29-11-2014,2014,11,Alan Hwang,California,Office Supplies,Fasteners,Staples,30,5,15
29-11-2014,2014,11,Philip Brown,New York,Office Supplies,Labels,Avery 485,25,2,12
30-11-2014,2014,11,Jeremy Lonsdale,New York,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62,4,29
30-11-2014,2014,11,Randy Ferguson,Florida,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",7,9,-4
30-11-2014,2014,11,Philip Brown,Arizona,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,48,7,4
30-11-2014,2014,11,Philip Brown,Arizona,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",102,4,-17
01-12-2014,2014,12,Resi PÃ¶lking,Wisconsin,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2808,8,674
01-12-2014,2014,12,Resi PÃ¶lking,Wisconsin,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",47,4,13
01-12-2014,2014,12,Toby Ritter,California,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58,3,29
01-12-2014,2014,12,Toby Braunhardt,North Carolina,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",96,4,10
01-12-2014,2014,12,Joe Kamberova,Ohio,Technology,Copiers,Sharp 1540cs Digital Laser Copier,660,2,110
01-12-2014,2014,12,Joe Kamberova,Ohio,Furniture,Furnishings,"Master Caster Door Stop, Brown",8,2,1
01-12-2014,2014,12,Joe Kamberova,Ohio,Office Supplies,Paper,Xerox 214,36,7,13
01-12-2014,2014,12,Joe Kamberova,Ohio,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,910,6,-52
01-12-2014,2014,12,Matt Connell,Texas,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674,3,-19
01-12-2014,2014,12,Anna Andreadi,Massachusetts,Technology,Phones,Cisco IPÂ PhoneÂ 7961G VoIPÂ phoneÂ - Dark gray,272,2,79
01-12-2014,2014,12,Anna Andreadi,Massachusetts,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",46,3,16
01-12-2014,2014,12,Anna Andreadi,Massachusetts,Furniture,Furnishings,Ultra Door Push Plate,10,2,3
02-12-2014,2014,12,David Philippe,New York,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,120,4,53
02-12-2014,2014,12,David Philippe,New York,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,884,5,-110
02-12-2014,2014,12,David Philippe,New York,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",47,8,16
02-12-2014,2014,12,Michael Dominguez,Texas,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58,5,-25
02-12-2014,2014,12,Michael Dominguez,Texas,Office Supplies,Art,Newell 343,16,7,1
02-12-2014,2014,12,Michael Dominguez,Texas,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,40,5,-24
02-12-2014,2014,12,Katherine Nockton,Ohio,Technology,Accessories,ImationÂ 32GB Pocket Pro USB 3.0Â Flash DriveÂ - 32 GB - Black - 1 P ...,120,5,30
02-12-2014,2014,12,Matt Collins,Illinois,Office Supplies,Appliances,Staple holder,2,1,-6
02-12-2014,2014,12,Odella Nelson,Maryland,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",61,3,24
02-12-2014,2014,12,Odella Nelson,Maryland,Office Supplies,Paper,Xerox 1942,147,3,73
02-12-2014,2014,12,Odella Nelson,Maryland,Furniture,Chairs,"Global Stack Chair with Arms, Black",240,8,65
02-12-2014,2014,12,Odella Nelson,Maryland,Office Supplies,Labels,Avery 509,16,6,7
02-12-2014,2014,12,Elizabeth Moffitt,Georgia,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,6,1,1
02-12-2014,2014,12,Elizabeth Moffitt,Georgia,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15,3,7
03-12-2014,2014,12,Nathan Gelder,Oklahoma,Technology,Phones,Jabra Supreme Plus Driver EditionÂ Headset,480,4,134
03-12-2014,2014,12,Matthew Clasen,Missouri,Office Supplies,Paper,Xerox 214,26,4,12
04-12-2014,2014,12,Cathy Prescott,New York,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,130,2,62
05-12-2014,2014,12,Brendan Sweed,Arizona,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113,8,111
05-12-2014,2014,12,Brendan Sweed,Arizona,Technology,Phones,netTALK DUO VoIP Telephone Service,168,4,63
05-12-2014,2014,12,David Kendrick,Illinois,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",25,2,2
05-12-2014,2014,12,David Kendrick,Illinois,Technology,Accessories,ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive; 16GB,409,7,77
05-12-2014,2014,12,Roy Collins,Virginia,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,25,2,7
05-12-2014,2014,12,Nona Balk,Pennsylvania,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348,7,118
05-12-2014,2014,12,Nona Balk,Pennsylvania,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,173,4,-30
05-12-2014,2014,12,Erin Ashbrook,Ohio,Office Supplies,Paper,Xerox 1893,98,3,36
05-12-2014,2014,12,Erin Ashbrook,Ohio,Office Supplies,Binders,Large Capacity Hanging Post Binders,30,4,-24
05-12-2014,2014,12,Erin Ashbrook,Ohio,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17,3,6
05-12-2014,2014,12,Erin Ashbrook,Ohio,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,37,1,-9
05-12-2014,2014,12,Erin Ashbrook,Ohio,Technology,Phones,Panasonic KX T7736-B Digital phone,180,2,-45
05-12-2014,2014,12,Rob Lucas,California,Office Supplies,Art,Prang Colored Pencils,26,9,12
05-12-2014,2014,12,Rob Lucas,California,Office Supplies,Paper,Xerox 1933,49,4,23
05-12-2014,2014,12,Rob Lucas,California,Office Supplies,Fasteners,Advantus Plastic Paper Clips,15,3,7
05-12-2014,2014,12,Joni Blumstein,California,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,250,6,73
06-12-2014,2014,12,Luke Foster,Texas,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,24,3,-14
06-12-2014,2014,12,Ryan Crowe,Oregon,Office Supplies,Storage,File Shuttle I and Handi-File,53,3,5
06-12-2014,2014,12,Ryan Crowe,Oregon,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275,1,-171
06-12-2014,2014,12,Berenike Kampe,Illinois,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14,4,-32
06-12-2014,2014,12,Berenike Kampe,Illinois,Furniture,Tables,KI Adjustable-Height Table,215,5,-120
06-12-2014,2014,12,Berenike Kampe,Illinois,Technology,Phones,Shocksock Galaxy S4 Armband,35,4,-7
06-12-2014,2014,12,Berenike Kampe,Illinois,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,11,3,-5
06-12-2014,2014,12,Berenike Kampe,Illinois,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,5,2,-8
06-12-2014,2014,12,Berenike Kampe,Illinois,Office Supplies,Storage,Rogers Deluxe File Chest,35,2,-8
06-12-2014,2014,12,Roland Schwarz,California,Office Supplies,Storage,Standard Rollaway File with Lock,1261,7,328
06-12-2014,2014,12,Barry Gonzalez,Tennessee,Office Supplies,Paper,Xerox 1909,42,2,14
07-12-2014,2014,12,Patrick O'Brill,Virginia,Office Supplies,Paper,Xerox 1909,106,4,49
07-12-2014,2014,12,Frank Preis,California,Office Supplies,Art,Newell 32,9,3,2
07-12-2014,2014,12,Ann Steele,Washington,Office Supplies,Storage,Advantus Rolling Drawer Organizers,269,7,70
07-12-2014,2014,12,Erica Hernandez,California,Office Supplies,Paper,Green Bar Computer Printout Paper,165,3,81
08-12-2014,2014,12,Thomas Boland,Texas,Office Supplies,Storage,"Companion Letter/Legal File, Black",60,2,6
08-12-2014,2014,12,Tim Brockman,Oregon,Office Supplies,Labels,Avery 499,28,7,9
08-12-2014,2014,12,Tim Brockman,Oregon,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",6,4,-5
08-12-2014,2014,12,Tim Brockman,Oregon,Technology,Phones,Samsung HM1900 Bluetooth Headset,53,3,20
08-12-2014,2014,12,Tim Brockman,Oregon,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,14,5,-3
08-12-2014,2014,12,Tim Brockman,Oregon,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,104,10,-18
08-12-2014,2014,12,Tim Brockman,Oregon,Office Supplies,Labels,Avery 492,12,5,4
08-12-2014,2014,12,Tim Brockman,Oregon,Office Supplies,Paper,Xerox 232,10,2,4
08-12-2014,2014,12,Tim Brockman,Oregon,Office Supplies,Storage,Adjustable Personal File Tote,39,3,3
08-12-2014,2014,12,Jim Karlsson,Washington,Office Supplies,Paper,Xerox 1964,46,2,21
08-12-2014,2014,12,Jim Karlsson,Washington,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,604,5,45
08-12-2014,2014,12,Denny Joy,California,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,40,2,11
08-12-2014,2014,12,Denny Joy,California,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,79,3,29
09-12-2014,2014,12,Cyma Kinney,California,Office Supplies,Paper,Xerox 1987,35,6,17
09-12-2014,2014,12,Dario Medina,Arizona,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,101,6,-1
09-12-2014,2014,12,Victoria Pisteka,Texas,Office Supplies,Paper,Xerox 195,11,2,4
09-12-2014,2014,12,Victoria Pisteka,Texas,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",237,3,21
09-12-2014,2014,12,Thomas Seio,Illinois,Office Supplies,Paper,Astroparche Fine Business Paper,8,2,3
09-12-2014,2014,12,Thomas Seio,Illinois,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,20,2,-53
09-12-2014,2014,12,Frank Preis,Pennsylvania,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,31,3,10
09-12-2014,2014,12,Frank Preis,Pennsylvania,Technology,Copiers,Canon PC940 Copier,1080,4,126
10-12-2014,2014,12,Sally Matthias,New York,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11,2,5
10-12-2014,2014,12,Sally Matthias,New York,Office Supplies,Binders,Poly Designer Cover & Back,106,7,37
10-12-2014,2014,12,Sally Hughsby,Idaho,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338,3,4
10-12-2014,2014,12,Sally Hughsby,Idaho,Office Supplies,Paper,Xerox 1931,26,4,12
10-12-2014,2014,12,Sally Hughsby,Idaho,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91,4,42
12-12-2014,2014,12,Nora Preis,California,Furniture,Tables,Hon Non-Folding Utility Tables,765,6,96
12-12-2014,2014,12,Nora Preis,California,Furniture,Tables,Bretford Rectangular Conference Table Tops,3611,12,135
12-12-2014,2014,12,Nora Preis,California,Furniture,Bookcases,Bestar Classic Bookcase,255,3,12
12-12-2014,2014,12,William Brown,California,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43,1,4
12-12-2014,2014,12,Craig Yedwab,Texas,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210,2,-337
12-12-2014,2014,12,Logan Haushalter,California,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",13,3,5
12-12-2014,2014,12,Logan Haushalter,California,Office Supplies,Storage,Woodgrain Magazine Files by Perma,9,3,1
12-12-2014,2014,12,Logan Haushalter,California,Furniture,Furnishings,Longer-Life Soft White Bulbs,9,3,4
12-12-2014,2014,12,Philip Brown,Florida,Office Supplies,Envelopes,Staple envelope,23,3,8
13-12-2014,2014,12,Katherine Ducich,California,Office Supplies,Paper,White GlueTop Scratch Pads,90,6,42
13-12-2014,2014,12,Ralph Arnett,Texas,Office Supplies,Supplies,Acme Value Line Scissors,3,1,0
13-12-2014,2014,12,Ellis Ballard,Illinois,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,94,3,-42
13-12-2014,2014,12,Randy Ferguson,Arizona,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",88,3,8
